starting_grid,laps,total_laptime,fastestLapTime,fastestLapSpeed,pitstop_count,pitstop_duration,average_quali,lastest_standing,result_position
2,57,2895.6,90.6,210.815,2,18.155,85.3,3,1
1,57,2903.66,90.6,210.608,2,18.16833333,84.6,4,1
3,57,2905.243,90.0,212.235,2,18.155,85.63333333,2,1
8,57,2919.93,89.0,214.51,2,18.16333333,86.03333333,1,0
6,57,2954.579,92.3,206.861,2,18.16333333,85.66666667,9,0
19,57,2967.681,92.9,205.582,1,18.15666667,88.3,17,0
10,57,2969.799,92.8,205.646,2,18.15333333,86.25,16,0
16,57,2970.753,92.7,205.886,2,18.15,86.55,14,0
7,57,2971.28,91.7,208.253,2,18.16666667,86.03333333,7,0
5,57,2972.433,91.5,208.606,2,18.15666667,85.96666667,6,0
13,57,2978.999,93.0,205.376,2,18.13833333,87.4,18,0
14,57,2981.206,92.5,206.494,3,15.77166667,87.5,10,0
9,57,2987.299,92.8,205.764,2,18.12166667,86.2,15,0
2,57,2014.7,94.5,206.21,1,24.934,90.46666667,1,1
4,57,2024.982,95.2,204.745,1,24.72,90.83333333,3,1
1,57,2044.848,94.7,205.785,1,24.512,90.3,2,1
5,57,2077.194,96.1,202.814,1,24.541,91.13333333,9,0
9,57,2092.999,96.1,202.749,1,25.739,91.9,11,0
10,57,2095.629,95.5,204.004,3,25.129,91.85,7,0
1,56,2333.9,100.4,195.419,1,22.831,96.43333333,6,1
4,56,2371.676,100.6,195.046,2,22.276,96.46666667,9,1
6,56,2379.836,101.5,193.248,2,22.607,97.0,14,1
2,56,2386.588,101.0,194.264,3,22.426,96.8,11,0
3,56,2399.772,100.6,195.079,3,22.832,96.46666667,8,0
10,56,2409.411,101.8,192.737,1,22.124,97.65,16,0
9,56,2413.168,100.4,195.456,3,23.13,97.56666667,5,0
8,56,2418.027,101.5,193.364,2,22.832,97.26666667,12,0
5,56,2420.092,101.6,193.225,2,22.63,96.86666667,15,0
7,56,2428.183,101.8,192.679,3,22.351,97.36666667,17,0
11,56,2431.153,102.2,191.962,1,22.874,98.65,19,0
12,56,2435.89,100.3,195.652,3,22.51,98.35,3,0
1,53,1962.0,99.1,212.452,1,29.709,95.6,1,1
10,53,1987.022,100.3,209.969,1,30.001,95.9,4,1
3,53,1993.998,100.1,210.315,1,30.498,96.8,3,1
2,53,2012.217,101.2,208.115,1,29.841,97.1,6,0
4,53,2036.427,99.7,211.07,1,29.551,97.33333333,2,0
4,66,2500.0,88.8,188.682,2,22.348,83.3,6,1
5,66,2500.616,88.5,189.274,1,22.107,83.46666667,4,1
6,66,2505.581,88.0,190.488,3,21.603,83.7,2,1
3,66,2543.95,88.2,189.98,3,21.683,83.33333333,3,0
7,66,2545.271,89.1,188.12,1,21.856,83.93333333,8,0
8,66,2561.395,89.7,186.899,1,22.874,84.06666667,11,0
9,66,2579.538,89.8,186.612,2,21.918,84.16666667,15,0
18,66,2580.707,89.2,187.789,1,21.384,84.9,9,0
3,78,3569.1,77.9,154.135,1,26.315,74.26666667,1,1
1,78,3576.352,78.3,153.437,1,25.054,74.3,3,1
7,78,3582.925,78.4,153.139,2,25.608,75.03333333,4,1
4,78,3584.946,78.0,154.005,1,25.114,74.5,2,0
9,78,3654.176,79.2,151.739,1,25.512,75.33333333,8,0
5,78,3662.099,79.2,151.62,1,25.215,75.0,11,0
2,78,3662.39,78.8,152.523,1,26.698,74.23333333,6,0
1,70,1865.3,76.0,206.625,1,22.243,73.33333333,2,1
3,70,1870.311,76.3,205.769,2,22.361,73.6,3,1
7,70,1911.722,76.9,204.055,1,22.184,73.96666667,10,1
5,70,1918.32,76.3,205.71,2,22.909,73.93333333,4,0
2,70,1927.393,75.6,207.669,1,22.466,73.23333333,1,0
6,70,1928.317,76.9,204.105,1,22.82,73.96666667,9,0
4,70,1928.934,76.5,205.207,1,22.872,73.56666667,5,0
1,51,1972.4,106.5,202.946,1,20.058,103.0,1,1
3,51,1989.096,107.0,201.917,1,20.422,104.5333333,5,1
7,51,1997.641,107.0,201.988,1,20.614,103.9666667,4,1
4,51,2005.502,107.2,201.629,1,20.593,104.5666667,6,0
10,51,2028.735,106.8,202.306,1,20.108,109.9333333,2,0
8,51,2033.286,107.6,200.836,1,19.732,104.8,9,0
2,51,2041.629,107.7,200.59,1,19.84,104.2333333,12,0
9,51,2043.096,107.0,202.021,1,20.069,104.9666667,3,0
12,51,2050.108,108.0,200.077,1,20.347,104.85,15,0
5,51,2057.775,107.8,200.543,1,19.445,104.9,13,0
19,51,2077.217,107.6,200.802,1,20.185,105.8,10,0
1,71,1658.1,68.4,227.647,2,16.983,67.0,1,1
8,71,1663.819,69.6,223.7,2,17.165,68.4,5,1
4,71,1664.124,68.9,226.11,3,18.455,68.0,4,1
6,71,1674.81,68.5,227.381,2,17.959,67.13333333,2,0
5,71,1689.081,68.8,226.459,3,18.347,68.1,3,0
3,71,1695.806,70.0,222.476,3,18.307,68.4,9,0
13,71,1702.768,69.9,222.718,2,18.86,67.75,8,0
15,71,1705.5,70.1,222.042,3,18.636,67.6,11,0
1,52,2095.8,95.8,221.44,2,28.728,89.73333333,3,1
3,52,2104.05,96.4,219.979,2,29.429,90.76666667,6,1
2,52,2112.711,95.5,221.957,1,29.395,90.1,1,1
4,52,2122.011,96.0,220.882,2,29.813,91.2,4,0
5,52,2165.543,97.0,218.648,1,29.578,91.2,8,0
10,52,2172.741,97.9,216.625,2,28.915,92.1,15,0
8,52,2173.512,97.6,217.25,2,29.867,92.1,11,0
7,52,2181.658,97.4,217.734,2,29.895,91.93333333,10,0
11,52,2187.454,96.9,218.786,2,29.163,91.26666667,7,0
15,52,2188.4,97.7,217.141,1,30.315,92.45,13,0
2,70,2430.1,83.8,188.095,1,21.441,86.36666667,3,1
1,70,2432.077,83.7,188.497,1,21.233,85.36666667,2,1
3,70,2457.639,84.6,186.407,2,22.006,87.83333333,5,1
5,70,2458.313,84.4,186.904,2,21.535,86.9,4,0
4,70,2478.759,84.7,186.234,2,21.687,87.9,7,0
14,70,2479.144,83.1,189.822,2,21.857,91.15,1,0
2,67,1844.2,78.7,209.107,3,18.475,74.8,3,1
3,67,1851.196,78.4,209.918,2,18.738,75.26666667,1,1
4,67,1857.613,78.9,208.673,3,18.967,75.26666667,4,1
1,67,1860.045,79.1,208.114,2,18.936,74.9,5,0
6,67,1876.77,78.7,209.203,3,19.0,75.6,2,0
5,67,1881.223,79.6,206.937,2,19.142,75.36666667,6,0
8,67,1914.249,80.1,205.686,2,19.144,75.8,12,0
1,44,2691.1,111.7,225.64,1,16.60333333,107.2333333,2,1
5,44,2705.213,112.5,224.205,1,16.64,107.8666667,4,1
21,44,2718.734,111.6,225.969,1,16.675,110.0,1,1
7,44,2727.007,113.5,222.094,2,16.64166667,107.6333333,10,0
6,44,2731.76,113.4,222.321,2,16.67166667,107.6666667,8,0
4,44,2736.494,112.7,223.674,2,16.64166667,107.6,5,0
8,44,2751.251,114.1,220.946,2,16.63833333,108.0666667,12,0
3,44,2752.209,113.5,222.157,3,15.72,107.5,9,0
10,44,2756.973,114.3,220.517,2,16.67833333,107.9,14,0
2,44,2762.238,113.3,222.582,2,16.64166667,107.5,7,0
18,44,2764.977,114.3,220.53,2,16.64333333,108.65,13,0
11,44,2767.574,113.8,221.561,2,16.65666667,108.55,11,0
19,44,2778.197,112.1,224.965,1,16.675,109.1,3,0
13,44,2784.265,113.3,222.641,2,16.67,108.9,6,0
2,53,1048.1,86.6,240.82,1,25.55,81.96666667,9,1
1,53,1063.17,86.3,241.646,1,23.633,81.5,4,1
3,53,1069.09,86.3,241.626,2,25.033,82.46666667,5,1
4,53,1075.661,86.0,242.452,1,24.116,82.63333333,3,0
6,53,1093.395,85.9,242.726,2,23.633,82.73333333,2,0
5,53,1099.115,86.7,240.517,2,23.899,82.73333333,10,0
7,53,1102.336,86.4,241.361,2,23.827,82.83333333,8,0
8,53,1113.054,86.9,239.93,2,24.033,83.03333333,12,0
11,53,1113.717,86.4,241.375,2,23.822,83.25,7,0
9,53,1126.756,87.0,239.837,1,24.043,83.03333333,13,0
1,61,3349.0,110.3,165.318,1,26.35,103.6333333,6,1
2,61,3349.488,107.2,170.113,1,25.925,103.7666667,1,1
3,61,3357.038,107.8,169.221,1,24.453,104.0,3,1
5,61,3359.219,108.2,168.515,1,24.874,104.2333333,4,0
22,61,3376.694,107.3,169.863,1,24.342,109.1,2,0
4,61,3420.197,109.1,167.207,1,25.74,104.1333333,5,0
9,61,3438.198,111.2,163.902,1,24.649,104.9,12,0
17,61,3460.062,111.5,163.508,2,28.742,104.8333333,15,0
7,61,3460.557,110.9,164.353,1,24.584,104.7666667,9,0
15,61,3468.952,110.9,164.48,1,25.816,106.8,8,0
4,56,2232.8,97.4,204.771,1,24.197,94.16666667,3,1
3,56,2235.243,97.4,204.925,2,23.856,94.2,2,1
2,56,2258.316,96.4,206.948,3,23.476,93.8,1,1
6,56,2261.585,97.5,204.736,2,24.412,94.03333333,4,0
11,56,2294.382,99.2,201.159,1,23.828,94.9,9,0
7,56,2296.594,99.3,200.898,2,23.947,94.63333333,11,0
22,56,2298.005,98.3,203.017,3,23.92,97.2,6,0
8,56,2306.862,97.8,204.051,2,24.012,94.56666667,5,0
9,56,2314.616,98.7,202.094,2,24.645,94.73333333,8,0
19,56,2328.266,99.4,200.853,1,23.928,96.0,12,0
16,56,2331.678,99.2,201.07,1,24.4,95.5,10,0
1,53,1603.3,96.0,217.651,1,22.673,91.06666667,5,1
3,53,1608.278,96.4,216.89,2,22.788,91.73333333,6,1
2,53,1609.076,95.2,219.703,2,22.732,91.33333333,2,1
6,53,1623.569,95.1,219.781,2,22.887,91.3,1,0
8,53,1631.67,96.0,217.785,2,22.762,91.33333333,4,0
4,53,1637.241,95.5,218.877,1,22.996,91.8,3,0
5,53,1660.795,96.8,216.061,2,22.721,92.3,7,0
9,53,1662.477,97.4,214.74,1,22.832,92.23333333,10,0
12,53,1701.063,97.8,213.787,1,22.463,92.5,14,0
11,53,1701.623,97.8,213.658,1,25.007,92.35,15,0
7,53,1702.554,97.0,215.473,1,23.741,92.23333333,8,0
1,56,2292.6,102.4,193.842,2,23.575,95.93333333,4,1
2,56,2297.12,101.9,194.773,1,23.526,96.0,3,1
3,56,2312.292,102.6,193.523,2,23.534,96.2,7,1
6,56,2335.734,99.9,198.712,2,23.812,96.7,1,0
12,56,2386.553,103.5,191.752,1,23.683,97.65,10,0
10,56,2388.724,102.8,193.002,2,24.281,97.4,8,0
1,71,2431.4,82.6,187.592,1,21.709,79.06666667,4,1
2,71,2439.754,82.8,187.148,1,21.997,79.6,5,1
4,71,2452.258,81.1,190.972,1,22.087,79.46666667,1,1
3,71,2452.723,82.9,186.934,1,21.775,79.33333333,6,0
7,71,2458.713,82.5,187.817,1,22.035,79.56666667,2,0
6,71,2480.776,82.5,187.783,1,22.398,79.63333333,3,0
5,71,2490.291,83.3,186.034,1,22.134,79.9,9,0
8,71,2497.012,83.5,185.472,1,22.396,79.96666667,11,0
9,71,2507.606,83.6,185.392,1,21.863,80.2,12,0
12,71,2508.198,83.6,185.324,1,22.213,80.3,13,0
1,71,61.3,85.6,181.137,2,24.7,71.13333333,3,1
2,71,72.755,86.2,179.912,2,24.69333333,71.33333333,6,1
4,71,82.781,85.3,181.846,5,24.041,71.76666667,1,1
9,71,86.646,87.1,178.113,2,24.705,72.4,11,0
5,71,87.634,86.2,179.968,3,24.73166667,71.9,5,0
15,71,90.46,87.2,177.99,2,24.71833333,72.9,13,0
8,71,91.127,86.7,178.862,2,24.282,72.3,8,0
6,71,91.786,85.5,181.363,5,24.521,71.96666667,2,0
21,71,103.92,87.5,177.189,2,24.72,73.7,15,0
10,71,105.732,87.1,178.09,1,24.821,72.43333333,12,0
11,71,106.592,86.1,180.246,1,24.724,72.55,4,0
22,71,107.109,87.8,176.686,2,24.75166667,73.4,16,0
14,71,112.492,87.5,177.333,4,24.74,72.9,14,0
18,71,112.855,86.5,179.284,4,24.265,73.4,7,0
19,71,121.798,87.9,176.439,2,24.75,73.4,18,0
17,71,143.294,87.0,178.338,1,24.192,73.3,10,0
1,55,2284.0,105.1,190.174,2,21.355,99.23333333,5,1
2,55,2284.439,105.3,189.95,2,21.218,99.7,9,1
5,55,2284.843,103.7,192.756,1,21.711,100.0,1,1
6,55,2285.685,105.2,190.084,1,21.221,100.0333333,7,0
3,55,2289.315,104.9,190.624,2,21.768,100.3333333,3,0
4,55,2302.816,105.2,190.127,1,21.959,99.83333333,6,0
7,55,2334.114,105.9,188.717,2,21.482,100.7333333,13,0
8,55,2342.776,105.2,189.972,1,21.308,100.7,8,0
10,55,2343.436,105.7,189.206,2,21.539,101.1,10,0
9,55,2343.896,104.5,191.343,2,22.248,101.2333333,2,0
14,55,2360.777,105.0,190.477,2,22.527,101.55,4,0
13,55,2379.113,105.9,188.754,1,22.032,101.55,12,0
2,57,1451.7,86.6,220.351,1,21.988,83.7,3,1
1,57,1461.675,87.0,219.351,1,21.709,83.23333333,6,1
3,57,1462.95,86.6,220.465,1,21.44,83.4,2,1
4,57,1474.093,86.5,220.605,1,22.033,83.6,1,0
5,57,1480.527,87.0,219.525,1,22.208,84.03333333,5,0
7,57,1535.086,88.0,216.83,1,21.568,84.7,9,0
1,56,2256.2,95.4,205.745,2,17.616,92.46666667,1,1
2,56,2262.45,95.4,205.648,2,17.354,92.46666667,2,1
16,56,2301.392,96.7,202.886,3,17.421,95.4,7,1
5,56,2302.235,96.8,202.741,1,17.34,93.5,8,0
4,56,2304.276,96.0,204.406,3,17.435,92.53333333,4,0
3,56,2305.008,95.8,204.734,3,17.323,92.73333333,3,0
11,56,2329.093,97.4,201.478,1,17.337,94.4,10,0
3,57,2033.4,93.8,207.652,2,24.314,89.93333333,4,1
2,57,2040.06,92.8,209.952,2,30.682,89.7,1,1
1,57,2053.797,94.1,207.076,2,24.54,89.8,5,1
5,57,2055.875,93.7,207.887,2,25.856,90.13333333,3,0
4,57,2072.746,93.5,208.387,2,25.2,90.56666667,2,0
8,57,2087.726,94.3,206.705,2,24.24,90.73333333,6,0
18,57,2096.006,94.6,205.933,1,24.332,92.3,7,0
9,57,2108.265,94.9,205.198,2,24.965,91.13333333,8,0
7,57,2113.588,95.4,204.286,2,25.135,90.36666667,12,0
14,57,2129.111,95.2,204.7,2,24.505,91.75,11,0
3,52,1688.7,97.4,216.221,1,29.356,93.53333333,3,1
1,52,1689.317,97.3,216.343,1,30.097,93.9,2,1
2,52,1699.7,96.8,217.388,1,30.152,94.0,1,1
4,52,1725.02,98.4,213.955,1,29.739,94.0,6,0
7,52,1749.116,98.4,213.888,1,29.567,95.23333333,8,0
9,52,1775.488,98.7,213.385,1,29.868,95.66666667,9,0
10,52,1783.704,98.7,213.203,1,30.253,95.5,10,0
8,52,1784.888,98.4,213.912,1,30.28,95.36666667,7,0
1,66,2156.5,83.6,200.471,1,21.544,79.93333333,1,1
2,66,2159.99,83.7,200.277,2,22.307,80.13333333,2,1
6,66,2232.32,83.7,200.248,1,21.811,80.93333333,3,1
2,78,2684.3,75.2,159.669,1,24.306,72.56666667,2,1
1,78,2687.445,75.5,159.058,1,24.833,72.5,3,1
5,78,2688.045,75.8,158.577,1,24.183,73.06666667,4,1
3,78,2689.817,76.4,157.16,1,24.308,72.8,9,0
4,78,2690.499,76.3,157.387,1,25.343,72.76666667,8,0
6,78,2696.338,76.6,156.73,1,24.427,73.36666667,14,0
13,78,2700.101,75.8,158.433,1,24.155,73.85,5,0
8,78,2702.45,77.1,155.823,1,24.66,73.43333333,18,0
14,78,2703.745,76.5,156.947,1,24.353,77.15,12,0
11,78,2705.743,76.3,157.42,1,24.979,73.75,7,0
16,78,2707.037,76.6,156.801,1,25.472,74.7,13,0
15,78,2708.025,76.5,157.072,1,24.299,74.1,10,0
7,78,2723.389,74.8,160.561,2,25.026,73.4,1,0
1,70,1985.2,74.6,210.588,1,23.061,72.23333333,1,1
3,70,2004.983,75.9,206.862,1,22.946,72.5,5,1
6,70,2020.497,76.2,206.126,1,23.309,72.96666667,8,1
2,70,2021.107,74.7,210.115,2,23.345,72.5,2,0
8,70,2025.676,76.4,205.58,1,23.229,73.26666667,11,0
9,70,2025.916,76.2,205.904,1,23.409,73.3,9,0
4,70,2043.832,75.4,208.25,1,23.5,72.8,3,0
10,70,2045.574,76.1,206.204,1,26.764,73.5,7,0
10,51,235.6,104.9,206.048,3,15.135,102.8333333,4,1
2,51,239.504,103.9,207.946,3,14.978,101.8333333,3,1
8,51,239.609,105.1,205.605,2,15.327,102.9,5,1
4,51,241.576,103.4,208.919,2,15.174,102.2333333,1,0
1,51,241.788,103.5,208.862,2,15.234,101.3,2,0
7,51,265.898,105.6,204.581,2,15.061,102.7,9,0
12,51,277.353,106.3,203.277,2,15.128,103.9,11,0
15,51,285.0,105.9,204.133,2,14.966,103.4,10,0
19,51,295.151,105.2,205.488,2,15.104,104.3,6,0
14,51,324.693,107.1,201.743,5,21.92666667,104.45,15,0
17,51,327.394,107.2,201.619,3,21.91666667,104.8,16,0
18,51,327.76,106.6,202.636,2,15.097,105.0,13,0
1,71,1308.5,67.8,229.115,1,22.387,64.8,5,1
2,71,1309.158,67.5,230.306,1,21.75,64.9,4,1
4,71,1314.512,67.4,230.491,1,21.713,65.33333333,2,1
8,71,1315.93,67.4,230.597,1,20.761,64.76666667,1,0
3,71,1328.87,67.5,230.341,1,21.662,64.96666667,3,0
6,71,1381.66,68.6,226.633,1,22.026,65.56666667,10,0
1,51,1287.4,90.6,234.025,1,27.733,91.2,1,1
9,51,1301.463,90.9,233.294,1,27.858,91.93333333,3,1
2,51,1323.97,91.5,231.733,1,28.476,92.2,4,1
4,51,1339.525,90.7,233.878,2,28.056,92.13333333,2,0
19,51,1353.355,91.9,230.833,1,27.91,103.0,6,0
5,51,1355.509,92.6,229.08,1,30.841,92.46666667,8,0
3,51,1381.389,91.9,230.838,1,28.363,92.13333333,5,0
1,70,2386.7,80.8,195.176,1,22.317,76.76666667,4,1
2,70,2387.608,80.5,196.015,1,21.919,77.0,2,1
3,70,2399.162,81.2,194.198,1,22.681,77.33333333,6,1
4,70,2399.585,80.8,195.149,1,21.338,76.96666667,5,0
5,70,2399.976,80.5,195.944,1,33.605,77.03333333,3,0
7,70,2457.923,80.2,196.697,1,22.399,77.93333333,1,0
1,44,1482.8,106.6,236.526,1,22.037,103.2333333,2,1
2,44,1485.158,106.6,236.583,1,22.443,103.7,1,1
6,44,1493.591,107.5,234.445,1,22.9,104.4,3,1
4,44,1497.271,107.7,234.051,1,22.533,103.9,5,0
3,44,1499.256,107.7,234.071,2,22.919,103.7,4,0
7,44,1510.887,108.9,231.49,1,23.507,105.1,7,0
11,44,1514.353,109.1,231.14,2,22.756,105.4,8,0
16,44,1519.449,109.6,229.98,1,22.667,105.8,11,0
9,44,1520.954,109.7,229.804,2,23.2,105.2333333,14,0
13,44,1522.247,109.7,229.829,1,24.095,105.4,13,0
15,44,1531.799,110.5,228.095,2,23.109,106.9,16,0
19,44,1532.74,109.7,229.831,1,22.444,106.0,12,0
14,44,1536.039,109.3,230.725,2,24.674,105.05,10,0
20,44,1539.878,109.9,229.415,2,26.187,105.4,15,0
12,44,1550.062,109.1,231.057,1,22.828,105.45,9,0
17,44,1552.511,110.8,227.618,2,23.221,107.2,17,0
1,53,932.3,83.5,249.793,1,23.725,95.43333333,2,1
6,53,968.617,83.9,248.576,1,24.307,97.16666667,4,1
16,53,972.635,83.4,250.174,1,23.951,97.46666667,1,0
5,53,992.382,85.1,245.194,1,25.367,97.73333333,8,0
2,53,1006.456,85.6,243.559,1,26.131,97.23333333,10,0
7,53,1007.134,85.5,243.981,1,25.078,98.03333333,9,0
10,53,1007.576,85.0,245.442,1,25.377,98.05,6,0
5,58,203.5,105.0,173.643,3,24.337,101.0666667,1,1
3,58,208.007,105.3,173.16,3,24.362,100.7666667,2,1
6,58,212.3,105.4,172.989,2,25.367,101.7666667,3,1
10,58,226.322,106.5,171.151,3,25.356,102.0333333,4,0
12,58,228.859,106.7,170.84,3,25.288,102.9,7,0
11,58,230.759,106.7,170.855,3,25.113,102.3,5,0
9,58,233.888,106.7,170.855,3,24.543,101.6,6,0
18,58,245.196,107.5,169.599,3,25.584,104.7,9,0
15,58,246.782,107.6,169.402,3,26.228,103.75,11,0
14,58,248.295,107.7,169.339,3,24.664,103.2,12,0
17,58,250.036,107.1,170.323,3,25.731,104.0,8,0
3,56,1801.3,94.5,211.235,1,23.652,91.1,4,1
1,56,1814.07,94.5,211.269,1,23.489,90.9,3,1
4,56,1823.819,94.8,210.56,1,24.199,91.36666667,5,1
5,56,1857.321,95.3,209.424,1,23.676,91.3,6,0
9,56,1879.93,95.6,208.751,1,24.314,92.0,7,0
1,53,1651.2,93.8,222.917,1,22.724,88.03333333,6,1
4,53,1652.411,93.7,223.036,1,22.62,88.73333333,5,1
3,53,1660.879,93.7,223.122,1,23.796,88.9,3,1
6,53,1661.78,93.1,224.439,1,22.876,88.5,1,0
10,53,1683.822,93.2,224.364,1,23.699,88.93333333,2,0
5,53,1718.988,94.8,220.419,1,24.078,89.46666667,11,0
7,53,1722.624,94.7,220.649,1,23.634,89.43333333,10,0
12,53,1740.153,95.3,219.274,1,23.065,90.4,13,0
13,53,1741.083,95.3,219.253,1,22.781,90.8,14,0
1,56,2031.0,98.8,200.927,1,23.402,93.76666667,5,1
2,56,2041.143,97.8,203.003,2,23.62,94.26666667,1,1
5,56,2046.779,98.8,200.86,1,23.575,94.33333333,6,1
16,56,2047.768,98.1,202.394,2,23.423,94.43333333,4,0
3,56,2065.967,97.8,203.001,2,23.254,94.23333333,2,0
6,56,2121.98,100.5,197.482,1,24.502,95.16666667,13,0
7,56,2123.944,100.5,197.555,1,24.525,95.1,12,0
2,71,2186.6,78.9,196.4,1,22.57,76.9,2,1
4,71,2206.278,79.4,195.207,1,21.758,77.26666667,3,1
5,71,2240.607,80.1,193.549,1,22.54,77.6,6,1
1,71,2256.678,78.8,196.666,2,22.379,77.03333333,1,0
2,71,1886.3,72.5,213.849,2,17.817,68.83333333,7,1
1,71,1889.062,72.5,214.064,3,17.784,68.8,5,1
3,71,1890.9,72.5,213.987,2,18.027,69.0,6,1
4,71,1919.24,71.0,218.349,2,17.913,69.23333333,1,0
14,71,1934.991,72.0,215.363,2,17.929,69.53333333,4,0
9,71,1955.182,73.5,211.19,2,17.736,69.73333333,11,0
6,71,1955.663,73.5,211.193,3,17.716,69.8,10,0
5,71,1955.8,73.1,212.347,3,17.822,69.83333333,8,0
1,55,2054.1,100.7,198.652,1,21.478,96.8,1,1
2,55,2057.999,101.5,197.041,1,21.274,96.83333333,3,1
3,55,2073.43,100.8,198.416,1,21.221,97.2,2,1
5,55,2099.486,102.3,195.376,1,21.609,97.26666667,7,0
6,55,2100.369,102.0,195.969,1,21.269,97.7,5,0
7,55,2139.813,102.4,195.303,1,29.724,98.4,8,0
8,55,2146.162,102.7,194.708,1,21.869,98.46666667,11,0
9,55,2153.011,102.6,194.86,1,21.865,98.56666667,10,0
3,58,1773.3,86.5,220.782,1,21.787,82.33333333,4,1
1,58,1778.336,86.4,220.845,1,21.821,82.03333333,3,1
2,58,1779.609,86.4,221.027,1,21.421,82.46666667,2,1
8,58,1780.369,85.9,222.128,1,21.44,82.86666667,1,0
10,58,1801.186,87.0,219.489,1,22.573,83.65,7,0
4,58,1802.245,86.9,219.737,1,20.953,82.6,5,0
7,58,1805.971,87.1,219.23,1,22.628,83.6,9,0
15,58,1807.639,87.0,219.386,1,21.664,82.9,8,0
11,58,1808.221,87.0,219.54,1,22.474,84.0,6,0
9,58,1819.022,87.9,217.079,1,23.868,83.4,12,0
12,58,1820.117,87.6,217.849,1,22.327,84.15,11,0
14,58,1833.578,87.6,217.931,1,21.854,84.65,10,0
18,58,1849.059,88.8,215.085,1,22.242,84.6,15,0
13,58,1851.588,88.5,215.688,2,21.397,84.35,14,0
1,57,1921.9,94.5,206.274,1,24.524,88.46666667,7,1
3,57,1922.599,93.7,207.842,1,26.105,88.73333333,1,1
9,57,1928.412,94.0,207.371,1,24.302,88.7,2,1
5,57,1984.134,94.9,205.382,1,24.835,89.73333333,11,0
6,57,1996.946,94.3,206.549,2,24.629,89.53333333,5,0
7,57,2020.924,94.7,205.807,2,24.382,89.7,9,0
6,56,2136.4,95.8,204.871,2,22.691,92.83333333,1,1
3,56,2145.294,97.0,202.332,1,22.097,92.2,6,1
2,56,2146.037,96.5,203.446,1,22.913,92.0,3,1
4,56,2153.385,96.9,202.559,1,22.464,92.3,4,0
5,56,2156.836,96.2,203.974,2,22.596,92.5,2,0
7,56,2157.452,96.9,202.553,2,23.297,92.83333333,5,0
13,56,2167.039,97.2,201.818,1,24.11,93.3,7,0
1,56,2171.686,97.5,201.311,1,23.009,91.9,9,0
9,56,2172.163,97.8,200.744,2,23.117,93.03333333,11,0
11,56,2175.994,98.2,199.93,1,22.973,93.2,14,0
12,56,2180.45,98.0,200.271,2,22.637,93.35,12,0
8,56,2181.125,97.7,200.911,2,22.334,93.06666667,10,0
14,56,2185.773,98.1,199.961,1,23.73,93.65,13,0
18,56,2191.89,98.5,199.224,1,22.661,94.3,17,0
16,56,2194.641,98.6,198.973,2,22.723,94.1,18,0
20,56,2199.004,98.4,199.455,1,22.785,94.9,16,0
10,56,2201.696,97.4,201.453,1,22.981,92.86666667,8,0
17,56,2202.73,98.4,199.493,1,23.95,94.1,15,0
19,56,2218.975,98.8,198.603,1,23.392,94.5,19,0
2,51,2624.3,105.4,205.012,1,20.377,102.3666667,2,1
6,51,2626.76,106.5,202.874,2,21.149,102.5,7,1
8,51,2628.324,106.2,203.48,2,26.174,103.3,6,1
1,51,2629.629,105.5,204.783,1,20.037,102.4333333,4,0
9,51,2631.815,106.9,202.242,2,20.967,103.4333333,9,0
13,51,2633.458,107.4,201.212,1,21.058,103.95,11,0
12,51,2635.231,107.4,201.126,2,21.371,104.0,12,0
10,51,2636.846,106.8,202.319,1,19.737,104.0,8,0
16,51,2638.452,107.7,200.72,3,20.76,104.5,13,0
19,51,2642.33,108.3,199.567,2,20.809,117.4,17,0
18,51,2642.812,107.9,200.239,4,14.998,105.5,14,0
17,51,2649.02,108.0,200.035,1,20.782,104.5,15,0
15,51,2664.963,108.2,199.813,2,21.778,104.25,16,0
1,66,2130.0,79.1,211.77,1,22.085,77.0,3,1
2,66,2150.593,79.5,210.85,1,23.213,77.0,5,1
5,66,2156.873,79.4,210.999,1,21.74,77.16666667,4,1
3,66,2157.584,79.1,211.783,1,22.054,76.7,2,0
6,66,2180.058,78.4,213.638,1,21.618,77.33333333,1,0
1,78,2574.8,75.6,158.984,1,24.542,71.36666667,5,1
2,78,2582.136,76.1,157.933,1,23.964,71.63333333,7,1
3,78,2591.813,76.3,157.508,1,23.739,71.76666667,8,1
4,78,2592.927,76.4,157.257,1,24.263,71.76666667,10,0
5,78,2593.622,76.3,157.422,1,24.02,71.93333333,9,0
6,78,2598.467,77.0,155.96,1,24.663,72.43333333,14,0
10,78,2599.131,77.1,155.815,1,24.296,72.46666667,15,0
11,78,2599.639,76.1,157.941,1,25.213,72.75,6,0
8,78,2643.813,77.5,155.027,1,24.874,72.43333333,18,0
16,78,2644.664,76.9,156.145,1,24.291,73.3,12,0
9,78,2645.261,77.5,154.917,1,29.379,72.4,19,0
19,78,2649.623,77.5,155.057,1,24.237,73.4,17,0
1,68,1711.4,74.0,212.26,1,23.529,71.33333333,2,1
2,68,1718.776,74.0,212.179,1,23.775,71.43333333,3,1
3,68,1719.76,73.9,212.547,1,23.137,71.46666667,1,1
6,68,1732.292,74.2,211.701,1,23.279,71.66666667,5,0
4,68,1732.959,74.2,211.633,1,23.335,71.5,6,0
5,68,1738.584,74.1,211.941,1,23.645,71.46666667,4,0
