starting_grid,laps,total_laptime,fastestLapTime,fastestLapSpeed,pitstop_count,pitstop_duration,average_quali,lastest_standing,result_position
7,57,1953.158,94.5,206.223,1,24.205,89.86666667,5,0
9,57,1955.024,94.7,205.688,2,24.094,89.96666667,7,0
8,57,1960.782,95.0,205.123,2,24.852,90.1,11,0
6,57,1979.587,94.2,206.83,1,24.786,89.83333333,3,0
12,57,1997.916,95.6,203.73,1,24.418,90.1,16,0
1,50,1243.3,91.8,242.188,1,20.607,87.9,3,1
3,50,1256.9431,92.3,240.876,1,22.196,88.3,8,1
2,50,1261.939,91.6,242.561,1,23.419,88.06666667,1,1
5,50,1275.307,92.3,240.779,1,21.427,88.4,10,0
4,50,1279.059,92.4,240.579,1,22.129,88.2,13,0
7,50,1283.236,92.3,240.926,1,21.013,88.46666667,7,0
11,50,1285.979,92.2,241.103,1,22.457,88.8,5,0
6,50,1289.008,91.9,241.738,1,22.211,88.46666667,4,0
8,50,1290.691,91.7,242.26,1,20.17,88.7,2,0
15,50,1320.296,92.4,240.633,1,21.035,89.1,12,0
12,50,1331.654,92.3,240.787,1,21.723,89.05,9,0
13,50,1349.0373,92.3,240.706,1,21.46,89.05,11,0
2,58,1226.8,80.0,237.418,1,17.599,76.36666667,3,1
4,58,1229.166,79.8,238.066,2,17.308,76.56666667,1,1
3,58,1232.704,79.9,237.762,2,17.653,76.83333333,2,1
5,58,1262.57,80.2,236.92,1,17.573,76.86666667,4,0
6,58,1283.109,80.4,236.363,2,17.222,76.56666667,6,0
9,58,1320.022,80.9,234.78,1,17.901,77.1,8,0
8,58,1322.401,81.1,234.19,2,17.535,77.0,11,0
10,58,1327.792,80.5,236.055,2,17.995,77.1,7,0
16,58,1331.353,81.1,234.158,2,18.145,78.0,12,0
1,53,3263.6,93.7,223.093,2,23.177,88.6,1,1
2,53,3276.135,93.9,222.525,3,22.956,88.8,3,1
4,53,3284.466,93.8,222.772,2,23.136,89.1,2,1
8,53,3290.122,95.0,219.952,2,23.285,89.1,9,0
3,53,3293.3,95.2,219.624,2,23.049,88.96666667,10,0
5,53,3307.872,94.7,220.691,2,22.998,89.03333333,6,0
9,53,3309.551,94.4,221.444,3,22.991,89.3,5,0
6,53,3311.125,94.8,220.514,3,22.848,89.1,7,0
7,53,3312.226,94.0,222.509,2,23.333,89.13333333,4,0
1,56,2452.6,98.4,199.414,2,22.27,94.06666667,2,1
4,56,2466.373,98.8,198.717,1,22.161,94.5,4,1
2,56,2471.76,99.4,197.444,1,22.027,94.5,7,1
6,56,2476.223,99.4,197.452,1,22.36,94.5,6,0
7,56,2486.583,99.8,196.7,1,22.629,94.56666667,10,0
8,56,2491.324,100.1,196.016,1,22.415,94.7,11,0
3,56,2496.014,97.8,200.629,2,22.687,94.63333333,1,0
5,56,2508.798,99.7,196.749,2,22.262,94.66666667,9,0
18,56,2510.586,100.8,194.61,1,22.518,95.6,14,0
9,56,2513.076,100.8,194.649,1,23.004,94.8,13,0
13,56,2515.412,100.9,194.414,1,23.156,95.3,15,0
14,56,2518.106,100.8,194.697,1,23.273,95.3,12,0
15,56,2521.823,99.2,197.822,3,22.836,95.4,5,0
16,56,2524.289,98.6,198.955,3,23.252,95.5,3,0
11,56,2535.386,99.4,197.333,3,1.555,95.05,8,0
17,56,2540.133,101.1,194.145,1,22.974,95.5,18,0
20,56,2547.71,101.0,194.293,2,22.684,96.4,17,0
5,57,1849.9,91.0,214.148,1,22.041,87.8,5,1
1,57,1857.512,91.3,213.488,1,22.187,87.5,8,1
2,57,1859.82,91.1,213.903,1,21.825,87.66666667,6,1
4,57,1864.55,90.9,214.442,1,21.695,87.7,3,0
3,57,1866.307,90.9,214.27,1,22.805,87.76666667,4,0
8,57,1866.485,91.2,213.554,1,22.107,88.0,7,0
10,57,1876.085,91.7,212.508,1,22.153,88.23333333,10,0
7,57,1884.689,91.9,211.955,1,22.8,88.13333333,13,0
15,57,1887.007,91.7,212.404,1,22.374,88.45,11,0
13,57,1889.646,92.0,211.688,1,22.663,88.3,16,0
9,57,1890.689,91.9,211.909,2,22.487,88.23333333,14,0
12,57,1894.858,92.1,211.647,1,22.466,88.15,17,0
6,57,1899.656,90.6,214.965,1,22.216,87.8,1,0
19,57,1899.879,92.0,211.794,1,23.017,88.8,15,0
20,57,1900.856,92.1,211.493,1,22.54,88.6,19,0
16,57,1902.256,92.1,211.548,2,22.765,88.5,18,0
11,57,1905.073,91.6,212.726,2,22.631,88.2,9,0
14,57,1925.991,90.8,214.456,2,22.567,88.35,2,0
18,57,1934.583,91.8,212.295,1,23.265,88.6,12,0
1,63,1525.3,80.4,219.898,1,30.416,75.23333333,9,1
2,63,1526.025,80.0,220.921,1,29.956,75.36666667,6,1
3,63,1533.216,79.9,221.084,1,30.149,75.36666667,5,1
5,63,1539.432,79.9,221.162,1,29.77,75.36666667,4,0
4,63,1547.625,80.2,220.299,1,30.508,75.56666667,7,0
8,63,1560.404,80.3,219.994,1,29.547,75.93333333,8,0
6,63,1572.454,78.6,224.871,2,29.605,75.66666667,1,0
11,63,1580.076,79.7,221.775,1,29.669,76.05,3,0
13,63,1604.856,80.6,219.342,1,29.971,76.25,10,0
2,70,2747.9,75.6,207.751,2,24.246,72.3,4,1
3,70,2751.779,75.6,207.782,1,23.423,72.4,3,1
1,70,2752.217,74.9,209.621,1,24.044,72.23333333,2,1
7,70,2752.815,74.9,209.73,1,23.762,72.4,1,0
4,70,2758.099,76.2,205.904,2,23.476,72.5,5,0
6,70,2765.41,76.3,205.753,2,24.346,72.63333333,6,0
9,70,2771.525,76.8,204.523,1,24.284,72.83333333,9,0
5,70,2776.572,77.1,203.689,2,23.86,72.66666667,12,0
15,70,2777.921,77.0,203.856,2,24.408,73.1,11,0
18,70,2778.213,77.0,203.859,1,24.495,73.4,10,0
17,70,2778.724,76.7,204.733,1,24.233,74.0,8,0
14,70,2779.153,76.5,205.226,3,24.833,73.05,7,0
0,70,2788.387,77.3,203.231,1,24.929,73.4,13,0
8,70,2800.594,77.3,203.075,1,25.569,72.46666667,14,0
2,66,1700.2,77.8,215.557,1,21.544,71.8,2,1
1,66,1702.419,77.1,217.405,1,21.618,71.9,1,1
3,66,1717.99,77.8,215.466,2,21.603,71.86666667,4,1
4,66,1722.52,78.3,214.142,2,22.7,72.0,7,0
5,66,1722.909,77.9,215.222,2,21.624,72.0,6,0
6,66,1731.228,78.5,213.463,1,22.194,72.0,9,0
9,66,1733.96,77.9,215.286,1,22.224,72.25,5,0
11,66,1759.724,77.8,215.532,2,21.464,72.23333333,3,0
7,66,1762.225,79.0,212.096,2,21.687,72.23333333,13,0
8,66,1772.089,79.0,212.266,1,21.834,72.3,12,0
13,66,1779.415,78.6,213.273,2,22.518,72.5,10,0
3,71,1462.8,69.2,224.752,2,21.229,65.13333333,5,1
7,71,1464.706,68.7,226.28,2,20.775,65.13333333,4,1
4,71,1467.333,69.3,224.369,1,21.226,65.06666667,6,1
5,71,1485.942,69.6,223.466,1,21.563,65.16666667,7,0
1,71,1500.053,67.7,229.548,1,21.899,64.7,2,0
9,71,1516.888,70.2,221.388,2,21.814,65.43333333,14,0
8,71,1517.472,69.7,223.043,1,21.291,65.3,11,0
12,71,1523.155,70.1,221.672,1,21.518,65.4,12,0
11,71,1523.969,70.4,220.725,2,21.093,65.45,18,0
13,71,1524.566,69.6,223.315,1,21.431,65.5,9,0
6,71,1529.856,69.6,223.396,4,20.903,65.2,8,0
10,71,1531.125,69.6,223.187,2,21.231,65.6,10,0
2,52,1347.1,89.4,237.12,1,28.929,87.43333333,5,1
4,52,1348.565,89.0,238.416,1,28.365,88.1,3,1
3,52,1354.647,89.3,237.588,1,28.661,88.06666667,4,1
5,52,1359.529,88.7,238.964,2,29.2,87.93333333,2,0
7,52,1394.418,88.3,240.195,3,28.706,87.96666667,1,0
6,52,1402.822,89.8,236.07,1,29.412,88.33333333,10,0
8,52,1403.669,89.9,235.909,1,29.023,88.3,11,0
10,52,1410.677,89.7,236.401,1,29.341,88.3,7,0
9,52,1415.487,89.7,236.38,2,29.41,88.2,8,0
13,52,1426.403,90.2,235.041,2,29.658,89.15,14,0
12,52,1436.06,90.0,235.713,2,29.444,89.4,12,0
17,52,1437.253,90.1,235.396,2,29.884,92.9,13,0
